,Survived,Pclass,Fare,Age,Embarked_C,Embarked_S,Embarked_Q,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare_Title,Sex_Female
22,1.0,3.0,8.0292,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
23,1.0,1.0,35.5,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24,0.0,3.0,21.075,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25,1.0,3.0,31.3875,38.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
26,0.0,3.0,7.225,25.78934926912195,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,0.0,1.0,263.0,19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,1.0,3.0,7.8792,12.50827941915855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
29,0.0,3.0,7.8958,15.32047391701757,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,0.0,1.0,27.7208,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,1.0,1.0,146.5208,55.705819135579524,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
32,1.0,3.0,7.75,25.8365017022373,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
33,0.0,2.0,10.5,66.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,0.0,1.0,82.1708,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,0.0,1.0,52.0,42.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,1.0,3.0,7.2292,47.58891237289892,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,0.0,3.0,8.05,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,0.0,3.0,18.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39,1.0,3.0,11.2417,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40,0.0,3.0,9.475,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
41,0.0,2.0,21.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
42,0.0,3.0,7.8958,15.196739083159764,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,1.0,2.0,41.5792,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
44,1.0,3.0,7.8792,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
45,0.0,3.0,8.05,15.958742386486799,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,0.0,3.0,15.5,18.041431329403878,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
47,1.0,3.0,7.75,10.44120585586029,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
48,0.0,3.0,21.6792,16.605457456087986,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,0.0,3.0,17.8,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
50,0.0,3.0,39.6875,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,0.0,3.0,7.8,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,1.0,1.0,76.7292,49.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
53,1.0,2.0,26.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
54,0.0,1.0,61.9792,65.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55,1.0,1.0,35.5,42.21977241369091,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,1.0,2.0,10.5,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
57,0.0,3.0,7.2292,28.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,1.0,2.0,27.75,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
59,0.0,3.0,46.9,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,0.0,3.0,7.2292,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
61,1.0,1.0,80.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
62,0.0,1.0,83.475,45.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63,0.0,3.0,27.9,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
64,0.0,1.0,27.7208,37.35439281133894,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
65,1.0,3.0,15.2458,12.304753359559516,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,1.0,2.0,10.5,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
67,0.0,3.0,8.1583,19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
68,1.0,3.0,7.925,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
69,0.0,3.0,8.6625,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70,0.0,2.0,10.5,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71,0.0,3.0,46.9,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
72,0.0,2.0,73.5,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
73,0.0,3.0,14.4542,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
74,1.0,3.0,56.4958,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75,0.0,3.0,7.65,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
76,0.0,3.0,7.8958,27.389225845169726,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
77,0.0,3.0,8.05,20.49340861946256,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78,1.0,2.0,29.0,0.83,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79,1.0,3.0,12.475,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
80,0.0,3.0,9.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,1.0,3.0,9.5,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82,1.0,3.0,7.7875,11.506268119108022,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
83,0.0,1.0,47.1,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,1.0,2.0,10.5,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
85,1.0,3.0,15.85,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
86,0.0,3.0,34.375,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
87,0.0,3.0,8.05,29.71540211715351,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
88,1.0,1.0,263.0,23.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
89,0.0,3.0,8.05,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,0.0,3.0,8.05,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
91,0.0,3.0,7.8542,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
92,0.0,1.0,61.175,46.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
93,0.0,3.0,20.575,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
94,0.0,3.0,7.25,59.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
95,0.0,3.0,8.05,34.02588875359871,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
96,0.0,1.0,34.6542,71.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
97,1.0,1.0,63.3583,23.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
98,1.0,2.0,23.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
99,0.0,2.0,26.0,34.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100,0.0,3.0,7.8958,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
101,0.0,3.0,7.8958,29.856785400056634,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
102,0.0,1.0,77.2875,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
103,0.0,3.0,8.6542,33.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
104,0.0,3.0,7.925,37.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105,0.0,3.0,7.8958,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
106,1.0,3.0,7.65,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
107,1.0,3.0,7.775,8.797374766643541,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
108,0.0,3.0,7.8958,38.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109,1.0,3.0,24.15,29.01210496239059,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
110,0.0,1.0,52.0,47.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
111,0.0,3.0,14.4542,14.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
112,0.0,3.0,8.05,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
113,0.0,3.0,9.825,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
114,0.0,3.0,14.4583,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
115,0.0,3.0,7.925,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
116,0.0,3.0,7.75,70.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
117,0.0,2.0,21.0,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,0.0,1.0,247.5208,24.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
119,0.0,3.0,31.275,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
120,0.0,2.0,73.5,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
121,0.0,3.0,8.05,37.139312420413674,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
122,0.0,2.0,30.0708,32.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123,1.0,2.0,13.0,32.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
124,0.0,1.0,77.2875,54.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
125,1.0,3.0,11.2417,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126,0.0,3.0,7.75,13.069539405560716,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
127,1.0,3.0,7.1417,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
128,1.0,3.0,22.3583,20.3159898467779,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
129,0.0,3.0,6.975,45.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
130,0.0,3.0,7.8958,33.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
131,0.0,3.0,7.05,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
132,0.0,3.0,14.5,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
133,1.0,2.0,26.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
134,0.0,2.0,13.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
135,0.0,2.0,15.0458,23.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
136,1.0,1.0,26.2833,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
137,0.0,1.0,53.1,37.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
138,0.0,3.0,9.2167,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
139,0.0,1.0,79.2,24.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
140,0.0,3.0,15.2458,60.91582165869502,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
141,1.0,3.0,7.75,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
142,1.0,3.0,15.85,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
143,0.0,3.0,6.75,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
144,0.0,2.0,11.5,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
145,0.0,2.0,36.75,19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
146,1.0,3.0,7.7958,27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
147,0.0,3.0,34.375,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
148,0.0,2.0,26.0,36.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
149,0.0,2.0,13.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150,0.0,2.0,12.525,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
151,1.0,1.0,66.6,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
152,0.0,3.0,8.05,55.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
153,0.0,3.0,14.5,40.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
154,0.0,3.0,7.3125,13.88822609229698,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
155,0.0,1.0,61.3792,51.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
156,1.0,3.0,7.7333,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
157,0.0,3.0,8.05,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158,0.0,3.0,8.6625,18.48318591274216,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
159,0.0,3.0,69.55,24.534586268799337,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
160,0.0,3.0,16.1,44.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
161,1.0,2.0,15.75,40.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
162,0.0,3.0,7.775,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
163,0.0,3.0,8.6625,17.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
164,0.0,3.0,39.6875,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
165,1.0,3.0,20.525,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
166,1.0,1.0,55.0,22.33681555313043,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
167,0.0,3.0,27.9,45.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
168,0.0,1.0,25.925,62.75495498741513,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
169,0.0,3.0,56.4958,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
170,0.0,1.0,33.5,61.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,0.0,3.0,29.125,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
172,1.0,3.0,11.1333,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
173,0.0,3.0,7.925,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
174,0.0,1.0,30.6958,56.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
175,0.0,3.0,7.8542,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
176,0.0,3.0,25.4667,44.12734264655326,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177,0.0,1.0,28.7125,50.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
178,0.0,2.0,13.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
179,0.0,3.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180,0.0,3.0,69.55,12.545099607830828,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
181,0.0,2.0,15.05,48.24758018901487,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
182,0.0,3.0,31.3875,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
183,1.0,2.0,39.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
184,1.0,3.0,22.025,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
185,0.0,1.0,50.0,36.18789989878087,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
186,1.0,3.0,15.5,16.30906335737268,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
187,1.0,1.0,26.55,45.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
188,0.0,3.0,15.5,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
189,0.0,3.0,7.8958,36.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
190,1.0,2.0,13.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
191,0.0,2.0,13.0,19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
192,1.0,3.0,7.8542,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
193,1.0,2.0,26.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
194,1.0,1.0,27.7208,44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
195,1.0,1.0,146.5208,58.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
196,0.0,3.0,7.75,60.42568606257315,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
197,0.0,3.0,8.4042,42.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
198,1.0,3.0,7.75,26.030428831293307,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
199,0.0,2.0,13.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
200,0.0,3.0,9.5,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201,0.0,3.0,69.55,16.357403277925616,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
202,0.0,3.0,6.4958,34.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
203,0.0,3.0,7.225,45.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
204,1.0,3.0,8.05,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
205,0.0,3.0,10.4625,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
206,0.0,3.0,15.85,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
207,1.0,3.0,18.7875,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
208,1.0,3.0,7.75,16.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
209,1.0,1.0,31.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
210,0.0,3.0,7.05,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
211,1.0,2.0,21.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
212,0.0,3.0,7.25,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
213,0.0,2.0,13.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
214,0.0,3.0,7.75,31.817561258174116,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
215,1.0,1.0,113.275,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
216,1.0,3.0,7.925,27.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
217,0.0,2.0,27.0,42.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
218,1.0,1.0,76.2917,32.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
219,0.0,2.0,10.5,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220,1.0,3.0,8.05,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
221,0.0,2.0,13.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
222,0.0,3.0,8.05,51.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
223,0.0,3.0,7.8958,29.017847079124166,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
224,1.0,1.0,90.0,38.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
225,0.0,3.0,9.35,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
226,1.0,2.0,10.5,19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
227,0.0,3.0,7.25,20.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
228,0.0,2.0,13.0,18.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
229,0.0,3.0,25.4667,17.0005578941342,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
230,1.0,1.0,83.475,35.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
231,0.0,3.0,7.775,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
232,0.0,2.0,13.5,59.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
233,1.0,3.0,31.3875,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234,0.0,2.0,10.5,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
235,0.0,3.0,7.55,53.43064854765372,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
236,0.0,2.0,26.0,44.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
237,1.0,2.0,26.25,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
238,0.0,2.0,10.5,19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
239,0.0,2.0,12.275,33.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
240,0.0,3.0,14.4542,56.691598889620295,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
241,1.0,3.0,15.5,25.179847123750083,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
242,0.0,2.0,10.5,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
243,0.0,3.0,7.125,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
244,0.0,3.0,7.225,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
245,0.0,1.0,90.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
246,0.0,3.0,7.775,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
247,1.0,2.0,14.5,24.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
248,1.0,1.0,52.5542,37.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
249,0.0,2.0,26.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
250,0.0,3.0,7.25,21.293850966625598,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
